sales_amount,units_sold,marketing_spend,customer_age,loyalty_score,visits_last_month,avg_purchase_value,discounts_used,customer_id,region,product_category,feedback,target_success,predicted_success,feedback_sentiment,sentiment_score
0.3119072676958332,-2.098075263426223,-1.046737863473416,4.078113049715856,-2.431151595520001,-3.0992751607629283,1.4016719163816556,-0.0303948285755092,1,South,Electronics,unsatisfied with delivery,0,0,NEGATIVE,0.5624800418921669
-0.2508563802090028,0.0139473823933067,2.248962424852662,0.8053604252093729,0.3786509301786498,-0.5887340986150067,-1.2216428133580866,-2.356417570357012,2,East,Sports,excited about the product,1,1,NEGATIVE,0.5070604166413568
-1.0439913115403978,-1.6635721142277298,-0.1075715565866546,1.4730119935779882,1.142945373478942,1.0697220605697788,-2.0446407850384176,-2.036647384965429,3,West,Clothing,happy with customer support,1,1,POSITIVE,0.5380888770082332
-2.3267736489168325,-1.9338479382278189,-0.4852610057965628,-0.6105494468872709,-0.5354746626177034,-0.9220352028030464,-0.5634062440045797,2.130793784260637,4,East,Sports,very satisfied with product,0,0,POSITIVE,0.5207079803479763
-0.9553354863353636,-3.698514685360767,0.6545670602036853,3.956675145262393,0.5740789750506177,0.5127876905652708,-2.862450380188573,-2.584258962140672,5,South,Electronics,happy with customer support,1,1,POSITIVE,0.5380888770082332
-2.117421791498532,-1.9960095174252408,-1.4141531630356114,1.099559664749538,-0.6280952695374787,-1.21906500999861,-0.2852916925254458,0.2959533265982224,6,East,Sports,neutral experience,0,0,NEGATIVE,0.5213909302831953
-1.1745481521996548,0.0173700323250473,1.3413169498901425,-1.3560644744595718,0.429576647635334,-1.36328880568882,-0.9199700044882844,0.3688733614115194,7,East,Clothing,unsatisfied with delivery,0,0,NEGATIVE,0.5624800418921669
0.3801422551081006,1.4178151495280522,1.878755101075264,-0.4219381344371248,2.8561472215914536,-1.2419540947716676,-2.434951542784322,-3.7218645035070974,8,North,Clothing,happy with customer support,1,1,POSITIVE,0.5380888770082332
-1.270686317490776,1.622948013831046,1.4632344994041928,-1.8231977987564976,1.2453101774524649,-0.4627780391609526,-1.000833354424579,-2.0433593520670867,9,East,Sports,very satisfied with product,0,0,POSITIVE,0.5207079803479763
-1.326220042177141,-0.391608197319875,2.8645447737682264,-0.6520622994481152,0.1918566591518167,-1.531185582507687,-1.504813388109555,-0.5082267913974156,10,East,Clothing,unsatisfied with delivery,0,0,NEGATIVE,0.5624800418921669
-0.7685696241738608,0.1971524801055529,-0.7407473746820921,-1.2625179594155744,1.6599030212946049,-1.0615825803017978,-1.13819322948221,-0.0942024896424722,11,North,Clothing,angry about late shipment,1,1,POSITIVE,0.506930049488415
-1.408212463081839,-1.48933061018753,0.7060542817723257,1.253093542192737,-1.1041800235816517,-1.5436166200755546,-0.2554962601527929,-0.1609199251078134,12,East,Electronics,angry about late shipment,0,0,POSITIVE,0.506930049488415
-1.4984443370293157,-0.8675049520251757,-0.9738068711606744,1.0570087911667625,0.7169487728704664,0.5565264508137093,-1.066488519642466,-2.1663109380871117,13,North,Sports,happy with customer support,0,0,POSITIVE,0.5380888770082332
-1.931571850552024,-1.1207260596970303,-0.3225147355337955,0.3055953353633034,-1.2957919652836094,-1.2660313767690956,0.4037669543534277,0.713845816166226,14,South,Home,happy with customer support,0,0,POSITIVE,0.5380888770082332
1.907036919387861,2.0415756235991527,-2.406397636956273,2.8288824075684538,0.724207018281839,2.4015037196255102,1.1375501040692322,-5.441211652880934,15,South,Electronics,very satisfied with product,0,0,POSITIVE,0.5207079803479763
-1.8839410485711907,-0.1130786378438121,1.633514049338113,0.8327500424415845,0.1958449493958883,1.3762885732503396,-1.274017351788856,-3.689904179268738,16,South,Electronics,angry about late shipment,1,1,POSITIVE,0.506930049488415
-0.5820829440654396,-0.86061313540303,1.1743576117654508,0.7461428088840117,1.1334780384620162,0.0445452859578656,-1.9614842633334069,-1.8265132567558036,17,East,Clothing,excited about the product,1,1,NEGATIVE,0.5070604166413568
0.1471935819381888,2.7801739134253145,0.7417330891669567,-3.599157636797429,1.314474265673193,-1.0904765642791614,0.1365023890737449,0.5973126669587385,18,West,Sports,angry about late shipment,1,1,POSITIVE,0.506930049488415
-2.004152556877845,-2.172101245309104,-0.7592756200944473,-0.2008935915071592,0.8769459309742802,2.668795864635996,-1.8802783355493515,0.3991530048067393,19,North,Clothing,happy with customer support,1,1,POSITIVE,0.5380888770082332
-2.001392681870092,-1.5405246493918898,-0.3124628638148747,-1.0488104634598456,0.9944205587064016,2.756659643433741,-1.79834494092979,0.5623994830524695,20,South,Clothing,neutral experience,1,1,NEGATIVE,0.5213909302831953
1.1363458906087347,0.0895490044644532,2.616265469799523,1.5250480559582476,-1.4188798837655887,-2.5375241827028114,0.531191811012423,-0.5158181634434833,21,North,Electronics,happy with customer support,0,0,POSITIVE,0.5380888770082332
1.1139856309145406,0.8683903448083111,1.896217054265464,0.1216358326518664,0.0358010228491867,-1.663581361733148,-0.0737604899694712,-0.6619824974215556,22,West,Sports,very satisfied with product,0,0,POSITIVE,0.5207079803479763
-1.1362138163370896,1.427455593690228,-0.3656310186142939,-3.3107028320452585,2.796882163600816,-0.188505368961694,-1.6646188260558357,-0.267780015257243,23,West,Sports,neutral experience,0,0,NEGATIVE,0.5213909302831953
-0.708813729175543,-2.618563167841521,0.5500343913083621,1.7782439712930298,0.6921350541242097,-0.8322495077821388,-2.195358156806591,-0.4146042594710617,24,South,Clothing,angry about late shipment,0,0,POSITIVE,0.506930049488415
-0.9431419547117674,0.2153839446116598,-0.7252080763969369,0.4688225283425814,-1.1899044181908485,-0.183455167397835,1.1737082450725018,-0.5560926402125246,25,North,Clothing,happy with customer support,0,0,POSITIVE,0.5380888770082332
-0.907118573404118,-1.90749640089003,0.2658081506946976,1.691712221202772,-1.1753745095511008,-1.8656049527903869,-0.1479696131655424,0.4503493416827506,26,West,Sports,happy with customer support,0,0,POSITIVE,0.5380888770082332
-1.3280632106670862,1.6472201264002293,-0.4952815664648065,-3.90214722928756,2.7816569318716384,0.2848285663222756,-1.5098779437280574,0.1136944919282385,27,South,Home,happy with customer support,0,0,POSITIVE,0.5380888770082332
0.059969158841038,0.924912565565492,-3.4682996660384107,3.6213340410074335,-4.308467271154566,-2.3378866847329447,5.166337712471222,-1.3635957758001624,28,West,Home,excited about the product,0,0,NEGATIVE,0.5070604166413568
