sales_amount,units_sold,marketing_spend,customer_age,loyalty_score,visits_last_month,avg_purchase_value,discounts_used,customer_id,region,product_category,feedback,target_success
0.3119072676958332,-2.098075263426223,-1.046737863473416,4.078113049715856,-2.431151595520001,-3.0992751607629283,1.4016719163816556,-0.030394828575509236,1,South,Electronics,unsatisfied with delivery,0
-0.2508563802090028,0.013947382393306729,2.248962424852662,0.8053604252093729,0.3786509301786498,-0.5887340986150067,-1.2216428133580866,-2.356417570357012,2,East,Sports,excited about the product,1
-1.0439913115403978,-1.6635721142277298,-0.10757155658665463,1.4730119935779882,1.1429453734789419,1.0697220605697788,-2.0446407850384176,-2.036647384965429,3,West,Clothing,happy with customer support,1
-2.3267736489168325,-1.9338479382278189,-0.48526100579656284,-0.6105494468872709,-0.5354746626177034,-0.9220352028030463,-0.5634062440045797,2.1307937842606375,4,East,Sports,very satisfied with product,0
-0.9553354863353636,-3.698514685360767,0.6545670602036853,3.9566751452623925,0.5740789750506177,0.5127876905652708,-2.8624503801885726,-2.584258962140672,5,South,Electronics,happy with customer support,1
-2.117421791498532,-1.9960095174252408,-1.4141531630356114,1.099559664749538,-0.6280952695374787,-1.21906500999861,-0.28529169252544584,0.2959533265982224,6,East,Sports,neutral experience,0
-1.1745481521996548,0.017370032325047302,1.3413169498901423,-1.3560644744595718,0.429576647635334,-1.36328880568882,-0.9199700044882843,0.3688733614115194,7,East,Clothing,unsatisfied with delivery,0
0.3801422551081006,1.4178151495280522,1.8787551010752637,-0.4219381344371248,2.8561472215914536,-1.2419540947716676,-2.434951542784322,-3.7218645035070974,8,North,Clothing,happy with customer support,1
-1.2706863174907759,1.622948013831046,1.4632344994041928,-1.8231977987564978,1.2453101774524649,-0.4627780391609526,-1.000833354424579,-2.0433593520670867,9,East,Sports,very satisfied with product,0
-1.326220042177141,-0.39160819731987506,2.8645447737682264,-0.6520622994481152,0.1918566591518167,-1.531185582507687,-1.504813388109555,-0.5082267913974156,10,East,Clothing,unsatisfied with delivery,0
-0.7685696241738608,0.19715248010555297,-0.7407473746820921,-1.2625179594155744,1.6599030212946049,-1.0615825803017978,-1.1381932294822101,-0.09420248964247224,11,North,Clothing,angry about late shipment,1
-1.4082124630818387,-1.4893306101875299,0.7060542817723257,1.253093542192737,-1.1041800235816517,-1.5436166200755546,-0.2554962601527929,-0.1609199251078134,12,East,Electronics,angry about late shipment,0
-1.4984443370293157,-0.8675049520251757,-0.9738068711606745,1.0570087911667625,0.7169487728704664,0.5565264508137093,-1.066488519642466,-2.1663109380871113,13,North,Sports,happy with customer support,0
-1.9315718505520239,-1.1207260596970305,-0.3225147355337955,0.30559533536330347,-1.2957919652836094,-1.2660313767690956,0.4037669543534277,0.713845816166226,14,South,Home,happy with customer support,0
1.9070369193878611,2.0415756235991527,-2.406397636956273,2.8288824075684538,0.724207018281839,2.4015037196255102,1.1375501040692322,-5.441211652880934,15,South,Electronics,very satisfied with product,0
-1.8839410485711907,-0.11307863784381211,1.633514049338113,0.8327500424415845,0.19584494939588837,1.3762885732503396,-1.274017351788856,-3.689904179268738,16,South,Electronics,angry about late shipment,1
-0.5820829440654396,-0.86061313540303,1.1743576117654508,0.7461428088840117,1.1334780384620162,0.044545285957865666,-1.9614842633334069,-1.8265132567558033,17,East,Clothing,excited about the product,1
0.14719358193818888,2.7801739134253145,0.7417330891669567,-3.599157636797429,1.314474265673193,-1.0904765642791614,0.1365023890737449,0.5973126669587385,18,West,Sports,angry about late shipment,1
-2.0041525568778455,-2.172101245309104,-0.7592756200944473,-0.2008935915071592,0.8769459309742802,2.668795864635996,-1.8802783355493515,0.3991530048067393,19,North,Clothing,happy with customer support,1
-2.001392681870092,-1.5405246493918898,-0.31246286381487476,-1.0488104634598456,0.9944205587064016,2.756659643433741,-1.79834494092979,0.5623994830524695,20,South,Clothing,neutral experience,1
1.1363458906087347,0.08954900446445324,2.616265469799523,1.5250480559582476,-1.4188798837655887,-2.5375241827028114,0.531191811012423,-0.5158181634434833,21,North,Electronics,happy with customer support,0
1.1139856309145406,0.8683903448083111,1.8962170542654642,0.12163583265186644,0.03580102284918674,-1.663581361733148,-0.07376048996947122,-0.6619824974215556,22,West,Sports,very satisfied with product,0
-1.1362138163370896,1.427455593690228,-0.3656310186142939,-3.3107028320452585,2.7968821636008157,-0.188505368961694,-1.6646188260558357,-0.26778001525724304,23,West,Sports,neutral experience,0
-0.708813729175543,-2.618563167841521,0.5500343913083621,1.7782439712930298,0.6921350541242097,-0.8322495077821388,-2.195358156806591,-0.4146042594710617,24,South,Clothing,angry about late shipment,0
-0.9431419547117674,0.21538394461165988,-0.7252080763969369,0.4688225283425814,-1.1899044181908485,-0.18345516739783507,1.1737082450725018,-0.5560926402125246,25,North,Clothing,happy with customer support,0
-0.9071185734041181,-1.90749640089003,0.26580815069469765,1.691712221202772,-1.1753745095511008,-1.8656049527903869,-0.1479696131655424,0.45034934168275065,26,West,Sports,happy with customer support,0
-1.3280632106670862,1.6472201264002293,-0.4952815664648065,-3.9021472292875594,2.7816569318716384,0.2848285663222756,-1.5098779437280574,0.11369449192823855,27,South,Home,happy with customer support,0
0.05996915884103804,0.924912565565492,-3.4682996660384107,3.6213340410074344,-4.308467271154566,-2.3378866847329447,5.166337712471222,-1.3635957758001624,28,West,Home,excited about the product,0
-1.0358094303964602,1.2133250656643257,-1.8978004244057871,-3.2618817877341346,0.3954809478620378,2.2520270423588338,0.8573246891202045,2.1427490818557637,29,South,Sports,angry about late shipment,1
-0.6206419651801242,1.6237048153764886,0.6055564684374539,-2.113622985676023,1.796889719652245,-0.5032568239042814,-1.0326677251641498,-1.225815606611932,30,West,Clothing,very satisfied with product,0
1.6053341375653982,1.6092209583558237,1.5711239891980284,0.3323494794627645,3.181377711218506,-2.9142936352407567,-2.315397011097142,-3.8799020754902314,31,North,Home,unsatisfied with delivery,1
-1.3188670603989292,-0.665218219653249,-2.1292764857291706,-0.6428774336043139,1.5192534599186343,0.12872656025933016,-1.0888099354627438,-0.01399451081805192,32,South,Clothing,excited about the product,1
-2.761493047853627,3.4972180232704915,-4.32993184911934,-2.9927410234826204,-4.177698233622121,3.444919358099949,6.32751970527456,1.617046569854515,33,West,Home,happy with customer support,1
-0.2353561906741678,-0.5805124853296406,-0.46149669748826694,-2.6245486165985765,3.0717216123494424,1.0740113231745076,-2.6426898259421487,1.7718450925110234,34,West,Clothing,neutral experience,1
0.7377808042763538,0.23432293351025302,0.7526371222396393,0.5653085396978361,2.2618699840948224,-1.2567102396578869,-2.0354169275943037,-2.4287202927481557,35,East,Home,very satisfied with product,1
-0.5271751333496262,0.8092639473059345,1.905852207661285,-1.1370553925705695,1.351118471368964,-1.0224750082082859,-1.4948772256377667,-1.4400528300873472,36,West,Electronics,very satisfied with product,0
-0.9043536585648004,2.7678604222170056,-1.7788806884176802,-4.065743363876247,3.5718688121487596,0.460726565248488,-1.1885281896564268,-1.052033698225771,37,East,Home,very satisfied with product,0
